"CIVE11025","Mechanics of Repairing and Strengthening Structures 5","Thursday","14","10","16","0","KB"
"CIVE11025","Mechanics of Repairing and Strengthening Structures 5","Thursday","16","10","17","0",""
"PHYS08046","Physics of Fields and Matter","Tuesday","9","0","9","50",""
"PHYS08046","Physics of Fields and Matter","Monday","9","0","9","50",""
"PHYS08046","Physics of Fields and Matter","Thursday","9","0","9","50",""
"PHYS08046","Physics of Fields and Matter","Friday","9","0","9","50",""
"PHYS08046","Physics of Fields and Matter","Wednesday","11","10","13","0","KB"
"PHYS08046","Physics of Fields and Matter","Wednesday","14","10","16","0","KB"
"PHYS08046","Physics of Fields and Matter","Wednesday","9","0","10","50","KB"
"PHYS11041","Nuclear Physics","Friday","9","0","9","50","KB"
"PHYS11041","Nuclear Physics","Tuesday","9","0","9","50","KB"
"PHYS11041","Nuclear Physics","Wednesday","11","10","13","0","KB"
"LATI08009","Latin 1C","Friday","10","0","10","50","CENTRAL"
"LATI08009","Latin 1C","Thursday","10","0","10","50","CENTRAL"
"LATI08009","Latin 1C","Tuesday","10","0","10","50","CENTRAL"
"LATI08009","Latin 1C","Wednesday","10","0","10","50","CENTRAL"
"HIST08012","European History 1 (VS1)","Wednesday","9","0","9","50",""
"HIST08012","European History 1 (VS1)","Tuesday","9","0","9","50","CENTRAL"
"HIST08012","European History 1 (VS1)","Friday","9","0","9","50",""
"CHEE08013","Separation Processes 2","Tuesday","14","10","17","0",""
"CHEE08013","Separation Processes 2","Thursday","9","0","9","50","KB"
"CHEE08013","Separation Processes 2","Tuesday","9","0","9","50","KB"
"CHEE08013","Separation Processes 2","Wednesday","12","10","13","0",""
"CHEE08013","Separation Processes 2","Friday","14","10","17","0",""
"CHEE08013","Separation Processes 2","Thursday","9","0","9","50","KB"
"CHEE08013","Separation Processes 2","Tuesday","9","0","9","50","KB"
"CHEE08013","Separation Processes 2","Wednesday","11","10","13","0","KB"
"CHEE08013","Separation Processes 2","Wednesday","11","10","12","0","KB"
"INFR10049","Agent Based Systems (Level 10)","Thursday","10","0","10","50",""
"INFR10049","Agent Based Systems (Level 10)","Monday","10","0","10","50",""
"PSYL08007","Psychology 1: self and society (VS1)","Friday","11","10","12","0","CENTRAL"
"PSYL08007","Psychology 1: self and society (VS1)","Wednesday","11","10","12","0","CENTRAL"
"PSYL08007","Psychology 1: self and society (VS1)","Monday","11","10","12","0","CENTRAL"
"SCBI08003","Chemistry for Life Sciences 2","Monday","11","10","12","0","KB"
"SCBI08003","Chemistry for Life Sciences 2","Tuesday","11","10","12","0","KB"
"SCBI08003","Chemistry for Life Sciences 2","Thursday","10","0","13","0","KB"
"SCBI08003","Chemistry for Life Sciences 2","Friday","9","0","9","50","KB"
"BITE10001","Enzymology and Biological Production","Tuesday","9","0","9","50","KB"
"BITE10001","Enzymology and Biological Production","Tuesday","10","0","10","50","KB"
"SCIL08005","Sociology 1B: The Sociological Imagination: Private Troubles, Public Problems","Friday","14","0","14","50","CENTRAL"
"SCIL08005","Sociology 1B: The Sociological Imagination: Private Troubles, Public Problems","Tuesday","14","0","14","50","CENTRAL"
"GEGR10094","Eroding Landscapes: Mountains, Hills and Rivers","Thursday","16","10","18","0",""
"GEGR10094","Eroding Landscapes: Mountains, Hills and Rivers","Thursday","14","0","15","50",""
"BICH10006","Biochemical Techniques","Monday","11","10","12","0","KB"
"BICH10006","Biochemical Techniques","Monday","9","0","9","50","KB"
"GREE08006","Greek 1D","Monday","11","10","12","0","CENTRAL"
"GREE08006","Greek 1D","Wednesday","11","10","12","0","CENTRAL"
"GREE08006","Greek 1D","Tuesday","11","10","12","0","CENTRAL"
"GREE08006","Greek 1D","Thursday","11","10","12","0","CENTRAL"
"MATH10018","Algebra (VS2)","Monday","11","10","12","0","KB"
"MATH10018","Algebra (VS2)","Thursday","9","0","9","50","KB"
"MATH10018","Algebra (VS2)","Thursday","13","10","13","50","KB"
"MATH10018","Algebra (VS2)","Thursday","11","10","12","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Thursday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Friday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Monday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Thursday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Friday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Tuesday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Monday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Monday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Thursday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Friday","14","10","15","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Monday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Thursday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Friday","15","10","17","0","KB"
"PHYS09023","Electronic Methods in the Physical Laboratory","Tuesday","15","10","17","0","KB"
"ARHI08004","Architectural History 1B: Revivalism to Modernism","Monday","16","10","17","0","CENTRAL"
"ARHI08004","Architectural History 1B: Revivalism to Modernism","Thursday","16","10","17","0","CENTRAL"
"ARHI08004","Architectural History 1B: Revivalism to Modernism","Tuesday","16","10","17","0","CENTRAL"
"ENLI08015","Scottish Literature 2b (VS2)","Thursday","12","10","13","0","CENTRAL"
"ENLI08015","Scottish Literature 2b (VS2)","Wednesday","12","10","13","0","CENTRAL"
"ENLI08015","Scottish Literature 2b (VS2)","Monday","12","10","13","0","CENTRAL"
"LATI08012","Latin 2B","Friday","10","0","10","50","CENTRAL"
"LATI08012","Latin 2B","Tuesday","10","0","10","50","CENTRAL"
"LATI08012","Latin 2B","Wednesday","10","0","10","50","CENTRAL"
"LATI08012","Latin 2B","Thursday","10","0","10","50","CENTRAL"
"SCPL08005","Politics of the Welfare State","Monday","12","10","13","0","CENTRAL"
"SCPL08005","Politics of the Welfare State","Wednesday","12","10","13","0","CENTRAL"
"BIME08001","Neuroscience with Pharmacology 2","Friday","14","0","17","0","CENTRAL"
"BIME08001","Neuroscience with Pharmacology 2","Friday","11","10","12","0","KB"
"BIME08001","Neuroscience with Pharmacology 2","Monday","10","0","10","50","KB"
"BIME08001","Neuroscience with Pharmacology 2","Tuesday","12","10","13","0","KB"
"BIME08001","Neuroscience with Pharmacology 2","Tuesday","14","0","17","0","CENTRAL"
"LASC10061","Speech Processing (Hons)","Thursday","11","10","12","0","CENTRAL"
"LASC10061","Speech Processing (Hons)","Monday","10","0","10","50","CENTRAL"
"LASC10061","Speech Processing (Hons)","Thursday","10","0","10","50","CENTRAL"
"MUSI08051","Listening and Musicianship 1","Friday","12","10","13","0","CENTRAL"
"MUSI08051","Listening and Musicianship 1","Friday","14","0","14","50","CENTRAL"
"ECNM10034","Economic Transformation in East Asia","Monday","16","10","18","0",""
"ECNM10034","Economic Transformation in East Asia","Monday","16","10","18","0",""
"LAWS08136","Introduction to Criminal Justice","Monday","12","10","13","0",""
"LAWS08136","Introduction to Criminal Justice","Wednesday","12","10","13","0",""
"BILG08016","The Green Planet 2","Thursday","14","0","17","0",""
"BILG08016","The Green Planet 2","Friday","12","10","13","0",""
"BILG08016","The Green Planet 2","Tuesday","9","0","9","50",""
"BILG08016","The Green Planet 2","Thursday","13","10","13","50",""
"EASC09019","Earth and Planetary Structure","Tuesday","11","10","12","0",""
"EASC09019","Earth and Planetary Structure","Friday","11","10","12","0",""
"PLIT08005","Democracy in Comparative Perspective","Monday","15","0","15","50","CENTRAL"
"PLIT08005","Democracy in Comparative Perspective","Thursday","15","0","15","50","CENTRAL"
"PHYS08035","Mathematics for Physics 1","Tuesday","13","10","13","50",""
"PHYS08035","Mathematics for Physics 1","Friday","13","10","13","50",""
